Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-02-02 00:00:00,98.40,206.56,39.73,73.52,71.42,15.88,10.93,1.20,54.31,5.67,7.82,3.44,NA,NA,NA,24.59,69.33,1.41,157.16,0.00,0.00,135.79,758.76,0.04
2019-02-03 00:00:00,86.91,243.47,24.01,61.96,52.47,13.97,8.84,1.02,67.00,4.59,6.41,2.70,NA,NA,NA,25.18,66.19,1.53,153.16,0.00,0.00,120.78,761.91,0.06
2019-02-04 00:00:00,70.29,141.56,5.96,46.97,29.84,14.57,5.93,0.86,79.31,2.74,3.81,1.18,NA,NA,NA,25.74,66.60,1.79,164.06,0.00,0.00,129.72,763.84,0.05
2019-02-05 00:00:00,109.65,241.37,44.38,76.23,76.62,16.47,11.14,1.34,51.41,5.32,6.32,2.44,NA,NA,NA,25.26,68.17,1.39,188.04,0.00,0.00,130.89,762.38,0.03
2019-02-06 00:00:00,113.76,280.79,55.91,92.95,94.89,19.29,28.46,1.48,42.08,5.50,8.71,3.22,NA,NA,NA,25.23,62.29,1.32,210.84,0.00,0.00,141.18,758.07,0.02
2019-02-07 00:00:00,120.24,277.80,63.31,89.06,98.85,22.41,29.98,1.57,52.86,5.58,8.78,2.76,NA,NA,NA,25.75,60.97,1.06,203.66,0.00,0.00,139.76,758.17,0.02
2019-02-08 00:00:00,96.22,209.47,43.19,62.62,68.42,21.26,18.92,1.15,27.91,3.47,5.73,1.67,NA,NA,NA,25.49,70.81,1.63,202.22,0.00,0.00,122.60,758.71,0.01
2019-02-09 00:00:00,75.58,137.26,11.63,42.66,32.15,18.38,12.73,0.82,23.87,1.72,4.83,0.46,NA,NA,NA,26.17,77.14,1.75,200.16,0.00,0.00,123.16,NA,0.01
2019-02-10 00:00:00,76.14,NA,3.72,28.95,18.42,13.95,5.83,0.80,46.88,1.37,1.85,0.54,NA,NA,NA,25.96,74.29,2.57,117.64,0.00,0.00,129.70,NA,0.11
2019-02-11 00:00:00,58.25,122.19,3.03,28.58,17.67,12.06,4.42,0.68,66.16,1.21,2.14,0.18,NA,NA,NA,25.43,74.19,2.53,130.95,0.00,0.00,125.33,NA,0.08
2019-02-12 00:00:00,55.27,126.90,3.33,34.06,20.82,11.14,5.44,0.73,70.38,1.37,3.50,0.28,NA,NA,NA,25.55,71.91,2.14,124.92,0.00,0.00,136.51,NA,0.08
2019-02-13 00:00:00,61.47,128.03,5.86,38.26,25.12,10.78,7.28,0.82,88.09,1.39,2.42,0.30,NA,NA,NA,25.30,69.45,2.15,139.21,0.00,0.00,146.11,701.92,0.07
2019-02-14 00:00:00,92.95,174.44,31.30,58.59,56.62,11.37,7.34,1.04,56.21,3.03,3.67,1.00,NA,NA,NA,25.39,72.65,1.35,163.66,0.00,0.00,161.45,NA,0.04
2019-02-15 00:00:00,52.33,94.04,6.37,29.49,20.32,10.31,7.28,0.73,58.17,1.59,2.13,0.42,NA,NA,NA,26.59,72.21,1.84,151.70,0.00,0.00,210.20,NA,0.05
2019-02-16 00:00:00,66.51,135.86,22.55,42.97,41.18,10.23,7.28,0.83,43.21,2.09,3.56,0.67,NA,NA,NA,25.47,76.24,1.99,158.12,0.00,0.00,117.80,704.00,0.08
2019-02-17 00:00:00,50.61,109.31,7.48,36.41,25.45,9.30,11.54,0.81,26.28,1.90,3.59,0.44,NA,NA,NA,26.76,74.36,2.05,207.45,0.00,0.00,138.06,NA,0.01
2019-02-18 00:00:00,51.80,100.72,12.82,36.55,29.86,8.82,20.31,0.77,19.18,1.90,3.42,0.66,NA,NA,NA,27.20,77.74,2.13,198.62,0.00,0.00,142.12,NA,0.02
2019-02-19 00:00:00,33.01,71.24,6.57,21.46,16.75,8.10,4.59,0.69,15.09,1.45,1.73,0.41,NA,NA,NA,27.24,77.13,1.99,185.36,0.00,0.00,129.29,NA,0.02
2019-02-20 00:00:00,40.69,89.24,19.31,25.92,29.48,8.51,6.09,0.74,13.84,1.99,4.55,0.66,NA,NA,NA,27.03,75.35,1.76,194.36,0.00,0.00,144.93,NA,0.02
2019-02-21 00:00:00,53.06,117.79,24.87,36.80,39.80,9.70,16.57,0.82,18.27,2.08,3.92,0.90,NA,NA,NA,26.68,76.99,1.79,205.12,0.00,0.00,137.78,NA,0.02
2019-02-22 00:00:00,55.42,123.05,10.96,43.39,31.59,10.60,9.70,0.65,30.39,2.04,6.39,0.49,NA,NA,NA,27.27,73.05,2.20,211.18,0.00,0.00,116.15,NA,0.03
2019-02-23 00:00:00,50.63,126.93,11.59,47.83,34.10,9.74,13.65,0.83,17.08,2.03,3.69,0.57,NA,NA,NA,27.67,66.21,2.11,232.67,0.00,0.00,27.31,748.03,0.01
2019-02-24 00:00:00,43.80,148.57,15.41,52.63,40.58,11.19,33.58,0.73,22.15,1.86,4.21,0.47,NA,NA,NA,29.02,57.69,2.49,225.76,0.00,0.00,150.94,748.42,0.01
2019-02-25 00:00:00,46.60,163.19,15.17,34.33,30.68,14.84,24.93,1.10,12.29,2.48,3.83,0.68,NA,NA,NA,27.66,68.61,3.27,225.80,0.00,0.00,140.30,748.17,0.02
2019-02-26 00:00:00,54.57,192.29,8.34,29.11,22.26,14.06,7.44,1.11,1.77,3.46,2.91,0.51,NA,NA,NA,25.90,82.29,1.94,209.14,0.00,0.00,6.00,748.00,0.01
2019-02-27 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-02-28 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-03-01 00:00:00,10.67,45.78,4.47,16.27,11.39,13.71,3.30,0.40,18.54,4.42,3.92,1.37,NA,NA,NA,26.59,78.35,3.02,83.61,0.23,7.00,34.48,748.29,0.14
2019-03-02 00:00:00,16.28,52.58,5.35,14.52,11.54,18.36,4.66,0.45,24.99,1.06,2.00,0.55,NA,NA,NA,26.88,75.87,2.52,119.07,0.14,12.00,139.14,752.92,0.09
2019-03-03 00:00:00,26.93,69.45,9.51,22.10,18.87,19.22,6.04,0.56,24.56,1.43,2.40,0.44,NA,NA,NA,27.01,77.02,1.92,177.79,0.00,0.00,123.88,752.69,0.01
2019-03-04 00:00:00,27.89,89.00,9.53,24.61,20.51,16.87,10.56,0.74,15.34,1.91,2.58,0.50,NA,NA,NA,27.77,75.03,3.21,201.47,0.00,0.00,146.04,749.65,0.02
2019-03-05 00:00:00,22.66,91.88,11.69,26.87,23.73,14.81,11.67,0.65,12.78,1.59,3.00,0.56,NA,NA,NA,28.11,74.67,3.94,215.69,0.00,0.00,160.07,748.40,0.04
2019-03-06 00:00:00,42.81,111.91,10.54,33.37,26.14,15.08,14.21,0.74,13.64,1.89,3.31,0.62,NA,NA,NA,28.68,76.20,3.42,207.45,0.00,0.00,156.53,749.12,0.03
2019-03-07 00:00:00,30.16,90.84,6.93,23.76,17.85,13.44,7.45,0.63,21.33,1.48,4.06,0.33,NA,NA,NA,28.66,76.94,2.34,185.70,0.04,3.50,159.73,751.09,0.04
2019-03-08 00:00:00,35.55,84.06,18.05,30.43,29.71,14.45,4.59,0.78,26.71,1.76,5.76,0.83,NA,NA,NA,27.28,79.91,1.90,152.13,0.09,7.00,131.10,754.58,0.05
2019-03-09 00:00:00,26.75,98.64,29.17,39.35,44.64,9.61,5.71,0.93,13.17,2.53,4.84,1.36,NA,NA,NA,27.73,77.88,1.90,206.66,0.00,0.00,99.29,755.59,0.02
2019-03-10 00:00:00,18.12,73.04,18.15,36.42,34.13,8.96,12.18,0.55,10.44,1.04,4.10,0.34,NA,NA,NA,28.12,74.88,2.70,213.04,0.00,0.00,179.29,755.68,0.02
2019-03-11 00:00:00,21.70,93.93,16.88,42.81,36.50,7.00,16.15,0.85,10.19,1.49,2.22,0.45,NA,NA,NA,28.45,73.12,3.04,212.98,0.00,0.00,187.41,756.08,0.01
2019-03-12 00:00:00,31.61,120.88,14.95,54.90,41.36,6.84,25.34,0.66,16.62,1.90,3.17,0.69,NA,NA,NA,28.88,69.09,2.61,222.23,0.00,0.00,177.74,755.22,0.02
2019-03-13 00:00:00,43.01,131.18,11.44,50.03,35.91,9.03,21.80,0.66,17.65,1.78,2.73,0.54,NA,NA,NA,28.95,69.87,2.67,225.05,0.00,0.00,195.52,755.95,0.01
2019-03-14 00:00:00,50.96,161.20,21.70,62.12,50.70,9.88,26.39,0.85,16.99,2.55,5.17,0.69,NA,NA,NA,29.48,65.04,1.99,220.60,0.00,0.00,174.11,755.06,0.01
2019-03-15 00:00:00,42.77,118.00,11.08,39.07,29.79,9.97,13.05,0.73,21.81,0.91,1.27,0.18,NA,NA,NA,28.56,70.73,2.02,198.00,0.00,0.00,161.58,755.97,0.02
2019-03-16 00:00:00,26.33,88.80,5.76,24.91,17.94,8.36,7.38,0.57,19.64,0.85,1.47,0.16,NA,NA,NA,28.50,71.72,2.26,157.43,0.00,0.00,204.78,757.10,0.06
2019-03-17 00:00:00,34.34,106.17,12.29,37.41,29.88,11.01,12.63,0.60,17.47,1.46,2.84,0.20,NA,NA,NA,28.11,71.47,2.20,206.10,0.00,0.00,192.38,756.21,0.01
2019-03-18 00:00:00,28.61,75.94,7.16,27.22,20.05,9.64,23.03,0.57,42.26,2.01,4.58,0.93,NA,NA,NA,28.29,69.98,2.37,111.65,0.00,0.00,173.43,756.61,0.09
2019-03-19 00:00:00,32.77,98.46,13.07,43.05,33.52,9.11,3.86,0.68,20.72,3.71,8.20,2.40,NA,NA,NA,27.87,71.25,2.50,200.96,0.00,0.00,175.14,752.77,0.01
2019-03-20 00:00:00,27.15,72.89,6.86,28.80,20.90,8.90,9.72,0.63,21.08,2.32,8.97,0.87,NA,NA,NA,28.86,71.22,2.81,203.12,0.00,0.00,223.94,752.14,0.02
2019-03-21 00:00:00,23.90,72.05,9.91,30.23,24.13,7.47,9.41,0.84,20.88,4.34,7.12,1.66,NA,NA,NA,28.98,68.78,2.99,188.60,0.00,0.00,164.72,754.95,0.01
2019-03-22 00:00:00,36.51,116.67,16.80,44.27,37.22,8.52,28.49,0.96,10.65,3.84,7.44,1.50,NA,NA,NA,28.49,71.63,2.82,216.21,0.00,0.00,173.15,754.93,0.02
2019-03-23 00:00:00,30.43,101.00,13.10,35.69,29.64,8.42,11.01,0.72,13.75,3.06,6.38,1.53,NA,NA,NA,29.14,73.98,2.81,213.68,0.00,0.00,189.22,752.95,0.01
2019-03-24 00:00:00,31.33,108.56,16.29,36.92,32.88,7.82,13.65,0.87,11.34,3.79,5.75,1.12,NA,NA,NA,28.78,76.27,2.06,211.08,0.00,0.00,143.78,753.59,0.01
2019-03-25 00:00:00,34.74,86.16,15.45,35.97,31.69,7.70,4.89,0.80,18.37,2.80,6.92,0.87,NA,NA,NA,28.62,74.98,1.96,201.04,0.00,0.00,201.38,753.71,0.01
2019-03-26 00:00:00,26.27,68.01,13.48,31.14,27.52,6.12,9.34,0.72,9.15,2.20,7.07,0.49,NA,NA,NA,28.45,74.48,2.35,200.42,0.00,0.00,190.35,755.00,0.01
2019-03-27 00:00:00,24.20,75.34,12.42,34.15,28.26,6.07,9.77,0.69,12.88,1.64,3.56,0.52,NA,NA,NA,28.60,73.81,2.69,206.36,0.00,0.00,167.49,756.21,0.00
2019-03-28 00:00:00,31.52,94.71,10.06,33.90,26.21,6.63,14.35,0.74,15.47,1.69,3.06,0.41,NA,NA,NA,28.71,73.54,2.50,200.48,0.00,0.00,169.31,754.90,0.01
2019-03-29 00:00:00,32.88,106.39,10.29,29.85,24.24,7.20,12.72,0.86,14.48,2.51,4.03,0.68,NA,NA,NA,28.88,73.00,2.77,194.43,0.00,0.00,170.25,752.14,0.01
2019-03-30 00:00:00,35.58,100.67,15.40,35.71,31.52,6.97,9.81,0.82,9.91,2.45,5.50,0.74,NA,NA,NA,29.23,75.01,3.08,213.32,0.00,0.00,196.58,750.75,0.02
2019-03-31 00:00:00,45.27,133.26,17.89,45.41,38.71,7.42,23.12,0.87,9.38,3.21,4.82,0.90,NA,NA,NA,29.52,72.65,3.45,217.21,0.00,0.00,174.79,750.38,0.01
2019-04-01 00:00:00,43.86,136.07,8.32,34.76,25.24,5.94,10.36,0.93,17.97,3.21,5.81,0.93,NA,NA,NA,29.74,72.46,3.25,188.19,0.00,0.00,159.53,751.83,0.03
2019-04-02 00:00:00,28.12,102.45,12.23,36.94,29.59,5.30,18.02,0.94,10.23,2.31,5.13,0.70,NA,NA,NA,29.09,73.62,3.44,210.50,0.00,0.00,178.34,752.22,0.03
2019-04-03 00:00:00,27.08,89.13,14.34,35.86,30.73,5.12,14.58,0.89,9.61,1.90,4.03,0.73,NA,NA,NA,28.85,73.14,3.07,213.12,0.00,0.00,175.01,752.64,0.02
2019-04-04 00:00:00,27.01,103.11,21.41,32.49,34.68,4.99,21.38,0.84,4.56,3.29,4.98,1.03,NA,NA,NA,28.90,73.14,3.40,211.57,0.00,0.00,173.70,754.12,0.03
2019-04-05 00:00:00,24.54,77.90,20.60,25.01,29.78,5.33,19.00,0.72,4.38,2.39,4.34,0.92,NA,NA,NA,28.67,74.42,3.45,213.72,0.00,0.00,108.37,752.66,0.02
2019-04-06 00:00:00,32.41,108.61,13.87,46.22,35.86,6.24,8.23,0.61,11.33,2.77,5.86,0.85,NA,NA,NA,29.40,64.91,3.51,230.64,0.00,0.00,134.77,751.03,0.02
2019-04-07 00:00:00,25.21,86.58,8.20,39.60,27.73,5.25,11.24,0.67,17.10,2.46,5.31,0.77,NA,NA,NA,29.30,65.81,3.27,205.92,0.00,0.00,176.54,750.74,0.01
2019-04-08 00:00:00,22.82,80.44,14.32,23.10,23.93,4.33,4.63,0.81,5.71,2.54,4.17,0.88,NA,NA,NA,28.90,74.18,3.82,210.87,0.00,0.00,163.20,750.20,0.02
2019-04-09 00:00:00,24.88,84.39,22.90,24.51,31.66,5.47,7.87,0.89,5.43,2.76,5.09,0.74,NA,NA,NA,29.31,73.49,3.38,211.25,0.00,0.00,170.81,751.06,0.02
2019-04-10 00:00:00,31.81,94.19,11.67,21.71,21.03,4.97,4.01,0.61,9.87,1.94,3.40,0.62,NA,NA,NA,29.72,72.95,3.32,206.12,0.00,0.00,201.12,751.22,0.02
2019-04-11 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2019-04-12 00:00:00,18.15,95.40,20.34,31.62,33.34,4.76,8.75,0.94,7.81,3.06,4.33,1.22,NA,NA,NA,30.32,69.55,3.34,212.15,0.00,0.00,196.68,748.81,0.02
2019-04-13 00:00:00,27.22,107.57,14.54,43.07,34.73,6.31,8.15,0.80,31.31,3.43,7.14,1.37,NA,NA,NA,30.72,58.99,2.18,180.04,0.00,0.00,197.87,749.84,0.00
2019-04-14 00:00:00,20.65,85.01,16.97,31.52,30.57,6.01,10.44,0.71,8.65,2.44,6.23,0.71,NA,NA,NA,29.95,68.90,3.02,213.94,0.00,0.00,202.52,750.30,0.02
2019-04-15 00:00:00,29.31,108.80,20.23,36.86,36.05,6.85,16.09,0.85,8.52,3.59,5.66,1.50,NA,NA,NA,30.10,68.64,2.93,216.80,0.00,0.00,191.47,749.99,0.03
2019-04-16 00:00:00,31.66,121.19,21.48,43.88,40.81,7.32,20.37,0.86,9.81,4.56,7.09,1.68,NA,NA,NA,30.30,65.33,2.64,214.99,0.00,0.00,204.12,750.51,0.01
2019-04-17 00:00:00,35.69,116.52,15.84,33.36,30.63,6.89,7.09,0.80,11.35,2.97,5.25,1.21,NA,NA,NA,29.65,70.28,2.61,216.27,0.00,0.00,210.94,751.47,0.02
2019-04-18 00:00:00,31.44,101.55,16.05,24.49,26.08,5.77,4.91,0.75,8.17,1.83,4.45,0.71,NA,NA,NA,29.24,74.03,2.67,203.88,0.00,0.00,201.16,751.47,0.00
2019-04-19 00:00:00,21.82,66.32,10.11,18.88,18.26,5.03,3.90,0.63,8.27,1.30,3.65,0.49,NA,NA,NA,29.45,73.27,2.53,197.88,0.00,0.00,195.29,750.55,0.00
2019-04-20 00:00:00,22.34,76.54,15.53,31.00,29.11,5.15,4.06,0.72,8.91,1.78,4.87,0.87,NA,NA,NA,28.87,73.23,2.14,190.69,0.03,2.50,180.84,748.80,0.02
2019-04-21 00:00:00,25.54,86.75,20.58,45.23,40.79,6.07,2.47,0.78,7.22,3.47,9.68,1.67,NA,NA,NA,29.26,69.76,2.22,212.15,0.00,0.00,172.00,746.95,0.01
2019-04-22 00:00:00,29.24,76.18,8.59,31.92,23.96,6.21,3.48,0.65,24.24,2.26,5.13,0.94,NA,NA,NA,29.74,69.16,2.40,181.95,0.00,0.00,200.21,747.16,0.02
2019-04-23 00:00:00,23.03,68.22,10.50,28.30,23.59,5.25,3.45,0.62,18.27,1.67,3.62,0.61,NA,NA,NA,30.02,71.94,2.37,183.03,0.00,0.00,209.16,749.69,-0.00
2019-04-24 00:00:00,21.76,60.13,13.45,21.97,22.61,5.61,2.65,0.61,9.44,2.03,4.76,0.57,NA,NA,NA,29.73,74.66,2.73,203.04,0.00,0.00,215.70,750.71,0.00
2019-04-25 00:00:00,38.87,118.99,14.98,24.65,25.28,4.86,3.30,0.95,9.04,2.03,4.43,0.87,NA,NA,NA,29.90,73.03,3.07,203.42,0.00,0.00,190.06,749.74,0.02
2019-04-26 00:00:00,36.45,111.38,11.82,26.64,23.78,24.12,2.92,0.68,12.25,2.20,3.77,0.80,NA,NA,NA,30.33,72.02,3.28,197.85,0.00,0.00,213.21,747.75,0.02
2019-04-27 00:00:00,29.72,96.47,13.18,24.25,23.27,32.37,2.20,1.02,9.17,2.01,4.85,0.75,NA,NA,NA,30.37,73.84,3.48,204.96,0.00,0.00,175.00,746.81,0.03
2019-04-28 00:00:00,26.40,107.29,16.80,19.05,23.79,38.93,3.58,0.85,8.70,2.83,3.05,0.61,NA,NA,NA,30.56,71.24,3.57,203.55,0.00,0.00,188.02,746.89,0.02
2019-04-29 00:00:00,15.83,59.56,14.14,15.62,19.80,42.96,5.65,0.61,7.22,1.86,3.16,0.58,NA,NA,NA,30.44,72.84,3.31,200.83,0.00,0.00,199.15,747.60,0.02
2019-04-30 00:00:00,12.54,52.73,8.76,16.69,16.00,38.93,5.09,0.62,10.76,1.10,2.79,0.32,NA,NA,NA,30.23,73.13,2.08,162.07,0.00,0.00,163.89,745.97,0.05
2019-05-01 00:00:00,13.21,50.64,4.56,18.51,13.54,24.80,5.38,0.58,10.78,1.12,3.51,0.36,NA,NA,NA,29.56,71.14,3.34,160.28,0.00,0.00,73.32,742.10,0.09
2019-05-02 00:00:00,15.91,57.02,9.55,37.03,27.45,12.86,6.37,0.59,5.98,2.04,4.86,1.00,NA,NA,NA,28.88,69.57,5.56,263.23,0.09,9.00,40.59,734.64,0.09
2019-05-03 00:00:00,61.29,212.33,10.36,48.51,34.23,12.28,4.05,1.12,27.65,5.05,9.74,2.24,NA,NA,NA,30.19,74.39,2.08,205.00,0.00,0.00,117.73,739.94,0.00
2019-05-04 00:00:00,52.73,175.91,4.58,31.29,20.37,30.41,2.47,0.82,36.61,2.52,4.41,0.91,NA,NA,NA,30.50,74.78,3.22,194.57,0.00,0.00,163.70,744.65,0.01
2019-05-05 00:00:00,67.69,229.14,7.21,44.62,29.60,26.06,3.50,0.97,32.68,3.17,3.97,0.68,NA,NA,NA,30.87,73.76,2.85,215.28,0.00,0.00,197.87,745.44,-0.00
2019-05-06 00:00:00,64.55,205.40,7.90,30.67,22.74,34.25,3.35,0.85,26.73,2.24,4.26,0.67,NA,NA,NA,30.63,74.07,2.39,184.04,0.00,0.00,154.22,744.60,0.02
2019-05-07 00:00:00,56.36,198.88,11.54,35.94,28.50,22.89,3.13,0.85,15.97,2.12,3.24,0.55,NA,NA,NA,30.86,74.32,3.19,204.88,0.00,0.00,172.27,743.20,0.02
2019-05-08 00:00:00,53.48,176.08,5.94,20.73,15.86,37.44,2.00,0.60,25.76,1.84,2.54,0.38,NA,NA,NA,31.40,74.18,3.35,192.56,0.00,0.00,225.93,743.15,0.03
