Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-14,158.14,249.94,22.82,34.87,37.16,16.11,10.53,1.25,14.65,3.08,8.55,0.75,,,,24.32,85.49,0.98,212.25,0.0,0.0,79.65,750.68,
2024-01-15,109.02,188.54,19.5,36.0,35.01,14.11,11.15,0.9,11.99,2.27,7.72,0.78,,,,24.78,83.26,1.62,245.22,0.01,0.01,99.05,750.22,
2024-01-16,72.21,130.08,20.06,38.0,36.52,12.66,8.52,0.84,10.14,1.94,8.89,0.53,,,,24.24,82.35,1.65,243.86,0.0,0.0,92.07,749.58,
2024-01-17,54.78,103.78,20.59,36.29,36.04,12.85,9.75,0.79,10.42,1.62,8.65,0.5,,,,24.42,80.21,1.6,222.59,0.0,0.0,98.04,749.6,
2024-01-18,52.48,118.32,31.45,36.24,44.84,14.1,9.89,1.01,10.62,1.95,8.34,1.14,,,,25.45,73.82,1.62,212.57,0.0,0.0,142.91,750.09,
2024-01-19,47.04,139.9,46.31,29.65,53.47,16.92,10.76,0.88,13.36,2.29,16.54,1.29,,,,23.32,78.3,1.14,173.05,0.0,0.0,96.1,750.62,
2024-01-20,58.99,138.24,37.21,27.61,44.99,17.38,9.61,0.97,15.45,3.22,7.83,0.95,,,,24.01,80.89,1.2,165.61,0.0,0.0,84.81,751.3,
2024-01-21,63.91,154.9,53.3,36.18,62.58,13.68,9.36,1.09,9.6,2.66,19.86,1.52,,,,24.16,81.39,1.6,231.52,0.0,0.0,96.97,750.61,
2024-01-22,78.79,151.29,28.93,27.98,38.45,14.76,9.58,1.07,18.27,2.46,12.34,0.89,,,,23.92,84.78,1.96,168.29,0.0,0.0,83.97,751.81,
2024-01-23,91.94,157.52,10.26,28.51,23.56,12.96,9.57,1.1,15.99,2.6,6.13,0.47,,,,24.14,82.13,1.88,125.75,0.0,0.0,81.2,751.42,
2024-01-24,58.85,152.39,41.12,36.37,52.78,12.48,7.94,0.95,9.18,2.13,7.74,1.08,,,,24.52,83.39,1.97,223.85,0.0,0.0,85.84,750.54,
2024-01-25,41.41,89.11,17.8,28.84,29.81,12.37,9.74,0.95,16.26,1.75,5.28,0.66,,,,23.52,84.6,2.26,149.14,0.0,0.0,63.46,752.1,
2024-01-26,62.07,115.4,9.17,25.09,20.79,13.53,11.94,0.97,24.84,1.92,3.54,0.47,,,,24.33,75.69,2.86,106.78,0.0,0.0,152.78,753.78,
2024-01-27,79.01,132.92,9.87,27.57,22.73,14.19,10.72,0.95,21.79,2.0,4.13,0.46,,,,23.89,76.14,2.12,130.01,0.0,0.0,95.08,753.42,
2024-01-28,69.61,130.71,9.12,25.57,21.07,15.77,10.73,0.67,30.38,1.8,3.77,0.31,,,,23.99,74.22,1.83,125.58,0.0,0.0,108.92,753.15,
2024-01-29,70.52,130.67,9.67,26.63,22.02,20.98,15.07,0.3,33.7,1.82,4.58,0.82,,,,24.4,72.22,1.7,127.0,0.0,0.0,136.11,752.13,
2024-01-30,69.6,181.01,49.12,39.34,60.92,17.03,9.58,0.43,17.41,2.77,9.28,1.69,,,,22.89,78.21,1.19,209.66,0.0,0.0,116.16,751.4,
2024-01-31,52.98,151.32,48.68,40.52,61.13,16.56,12.1,0.42,18.84,2.57,11.39,2.0,,,,23.9,78.16,1.39,212.16,0.0,0.0,110.54,751.2,
2024-02-01,47.46,120.27,39.39,37.0,51.79,13.67,9.57,0.43,13.05,2.26,13.37,1.31,,,,25.71,77.28,2.06,202.92,0.0,0.0,167.08,751.51,
2024-02-02,32.07,88.89,37.98,35.18,49.59,12.29,9.84,0.33,9.89,2.46,13.3,1.29,,,,25.48,79.71,2.04,223.61,0.0,0.0,107.25,750.9,
2024-02-03,36.89,91.5,24.24,33.18,37.35,18.92,10.28,0.47,15.04,2.35,18.88,0.96,,,,25.04,84.67,1.34,197.65,0.0,0.0,85.72,751.78,
2024-02-04,44.93,118.93,25.52,26.88,35.09,20.59,10.23,0.38,15.81,1.55,6.49,0.99,,,,24.99,84.04,1.31,186.57,0.0,0.0,86.2,752.91,
2024-02-05,49.73,123.91,33.37,33.79,45.1,17.03,10.53,0.43,10.5,2.15,9.14,1.16,,,,25.01,83.54,1.58,223.25,0.0,0.0,88.46,752.55,
2024-02-06,59.6,124.73,25.33,37.63,40.65,13.26,10.03,0.49,10.5,1.73,9.86,0.96,,,,26.39,82.03,2.05,225.84,0.0,0.0,109.26,752.0,
2024-02-07,76.0,157.6,27.17,40.58,43.72,15.26,9.98,0.64,12.1,2.62,10.73,1.18,,,,26.6,82.62,1.66,228.27,0.0,0.0,96.11,751.34,
2024-02-08,68.49,135.71,10.09,19.41,18.52,24.25,8.75,0.32,24.77,1.64,3.89,0.71,,,,25.77,88.74,1.4,147.49,0.0,0.0,40.46,751.15,
2024-02-09,59.18,139.18,20.25,24.37,28.3,19.86,11.04,0.5,33.38,1.26,3.48,0.65,,,,26.21,82.54,2.04,140.8,0.0,0.0,70.56,752.24,
2024-02-10,49.72,112.38,10.81,26.64,21.2,15.38,9.36,0.79,42.24,1.16,2.75,0.31,,,,25.47,75.56,1.87,114.74,0.0,0.0,74.31,753.25,
2024-02-11,56.43,119.61,10.12,30.12,23.27,15.11,10.12,2.62,38.75,1.29,3.21,0.34,,,,25.43,75.08,1.77,132.31,0.0,0.0,91.72,753.68,
2024-02-12,49.04,104.39,8.79,33.39,24.96,13.67,8.92,0.29,33.43,1.44,4.49,0.76,,,,25.0,75.75,1.74,150.21,0.0,0.0,105.0,753.08,
2024-02-13,43.19,93.84,8.65,26.79,21.16,14.22,9.89,0.68,26.95,1.32,4.06,0.67,,,,25.1,76.25,1.5,154.71,0.0,0.0,101.32,752.75,
2024-02-14,57.15,158.93,38.91,38.59,52.02,17.75,9.65,0.7,19.99,1.98,10.63,1.25,,,,24.6,78.49,1.1,201.11,0.0,0.0,107.21,752.09,
2024-02-15,65.17,168.76,79.51,34.72,82.6,23.05,9.39,0.89,11.83,3.77,15.01,2.67,,,,24.25,78.9,0.96,200.74,0.0,0.0,103.51,752.51,
2024-02-16,51.45,145.21,52.35,26.9,55.41,14.42,9.0,0.58,16.72,2.24,12.39,2.15,,,,25.01,73.49,1.42,171.41,0.0,0.0,111.12,752.51,
2024-02-17,53.72,148.65,53.64,33.01,61.16,13.63,9.16,0.68,11.47,2.98,14.05,1.59,,,,25.22,77.27,0.92,215.0,0.0,0.0,105.31,751.0,
2024-02-18,61.0,130.22,29.14,36.39,42.72,14.96,8.63,0.58,8.3,2.47,13.75,0.82,,,,25.94,80.64,1.42,232.11,0.0,0.0,88.84,750.38,
2024-02-19,56.03,136.84,31.34,40.27,46.9,14.65,9.3,0.67,7.93,2.46,18.15,0.92,,,,26.96,75.75,1.85,237.88,0.0,0.0,91.48,750.37,
2024-02-20,54.77,138.13,34.36,39.92,49.18,13.92,7.82,0.56,7.96,2.94,14.28,0.96,,,,27.52,76.09,2.07,250.76,0.0,0.0,96.8,749.57,
2024-02-21,53.18,140.45,31.54,40.66,47.32,13.86,10.6,0.61,13.02,2.76,11.27,0.92,,,,28.21,74.59,2.24,254.9,0.0,0.0,97.25,749.11,
2024-02-22,50.31,125.19,31.45,37.28,45.4,15.18,10.13,0.53,31.17,1.99,6.74,0.85,,,,27.4,80.48,2.83,238.82,0.0,0.0,89.92,750.13,
2024-02-23,40.74,93.94,26.22,33.47,38.8,15.08,10.11,0.43,16.8,1.37,6.32,0.67,,,,27.51,81.81,2.63,228.59,0.0,0.0,87.6,750.83,
2024-02-24,34.71,75.76,19.77,28.5,31.23,16.59,8.61,0.38,11.02,0.78,3.23,0.53,,,,27.86,80.34,2.22,202.72,0.0,0.0,96.36,751.58,
2024-02-25,32.08,71.85,13.36,18.17,20.58,18.93,8.92,0.35,14.4,0.58,2.01,0.33,,,,27.61,76.04,1.78,169.58,0.0,0.0,108.16,751.97,
2024-02-26,40.03,83.74,10.42,17.66,17.87,19.34,10.13,0.39,18.75,0.95,4.81,0.36,,,,27.2,77.22,2.08,118.32,0.0,0.0,99.51,753.1,
2024-02-27,43.61,90.28,8.27,18.67,16.37,19.22,9.2,0.41,23.54,1.04,3.0,0.38,,,,27.04,78.28,2.04,153.1,0.0,0.0,103.62,752.83,
2024-02-28,41.69,90.44,12.63,24.63,23.37,19.05,9.71,0.47,17.91,1.15,3.79,0.53,,,,27.26,79.44,1.66,176.72,0.0,0.0,109.03,751.93,
2024-02-29,54.87,125.96,13.08,30.13,26.74,19.0,9.5,0.43,13.69,1.88,8.46,0.76,,,,29.28,74.96,1.75,195.61,0.0,0.0,111.07,751.81,
2024-03-01,57.09,127.41,18.4,31.27,31.59,19.5,10.12,0.49,18.26,1.55,6.92,0.78,,,,28.29,79.19,1.56,214.0,0.0,0.0,114.89,752.49,
2024-03-02,59.17,158.26,33.59,38.54,47.8,17.65,10.58,0.57,13.18,2.83,22.27,1.23,,,,27.94,75.86,1.92,226.09,0.0,0.0,117.1,751.44,
2024-03-03,60.08,150.89,22.33,39.71,39.33,16.89,9.56,0.5,10.74,2.36,11.23,0.83,,,,28.29,76.92,2.31,228.14,0.0,0.0,110.42,751.01,
2024-03-04,56.62,135.62,26.98,38.9,42.28,17.52,10.27,0.56,10.37,2.58,14.45,0.85,,,,28.23,77.34,2.31,232.03,0.0,0.0,112.63,750.97,
2024-03-05,57.83,130.94,23.48,34.0,37.23,19.09,10.51,0.46,11.68,1.96,11.75,0.97,,,,27.81,78.32,1.92,229.14,0.0,0.0,100.74,751.38,
2024-03-06,50.54,85.29,22.2,32.89,35.59,18.37,10.74,0.42,14.09,1.77,10.96,1.17,,,,28.11,79.09,1.88,226.36,0.0,0.0,96.51,751.11,
2024-03-07,40.76,101.81,23.08,32.88,35.98,17.7,10.41,0.47,10.07,2.1,12.64,0.83,,,,28.92,78.53,2.17,225.4,0.0,0.0,102.26,750.38,
2024-03-08,41.27,104.69,18.8,28.71,30.16,17.56,10.08,0.35,8.77,1.8,6.8,0.66,,,,29.46,78.73,2.31,200.39,0.0,0.0,98.01,750.61,
2024-03-09,35.17,67.72,12.28,10.68,13.29,20.08,9.17,0.31,11.84,0.59,1.61,0.31,,,,29.29,77.54,1.95,158.85,0.0,0.0,95.83,751.4,
2024-03-10,41.51,90.07,20.94,21.45,22.85,19.22,8.9,0.41,67.4,0.86,2.74,0.55,,,,29.42,76.58,1.81,179.75,0.0,0.0,106.14,752.26,
2024-03-11,44.67,122.96,15.25,37.27,30.57,17.13,8.88,0.55,10.41,1.73,4.91,0.79,,,,29.24,75.15,1.97,227.57,0.0,0.0,85.28,752.65,
2024-03-12,50.08,144.78,25.15,39.1,40.56,15.66,9.21,0.61,10.07,2.86,8.64,1.2,,,,30.76,75.87,2.77,243.73,0.0,0.0,125.73,751.37,
2024-03-13,47.76,135.19,19.6,37.44,35.14,15.45,8.78,0.55,8.25,2.08,5.66,1.06,,,,31.51,74.4,3.22,222.29,0.0,0.0,137.2,750.78,
2024-03-14,49.26,129.82,25.42,38.28,41.08,16.4,10.31,0.64,4.47,2.06,6.42,1.04,,,,29.53,78.92,2.49,239.95,0.0,0.0,76.52,750.78,
2024-03-15,44.9,115.23,23.09,34.15,36.93,17.23,10.67,0.45,3.95,2.08,7.14,0.93,,,,29.08,80.69,2.46,234.56,0.0,0.0,99.23,750.68,
2024-03-16,29.45,92.48,23.13,31.09,35.39,16.09,10.22,0.46,20.08,2.34,11.79,0.81,,,,28.82,80.25,2.42,221.06,0.0,0.0,105.41,751.63,
2024-03-17,22.2,69.5,21.89,22.9,30.03,18.04,10.64,0.4,23.32,1.27,6.52,0.69,,,,28.97,80.16,1.66,214.43,0.0,0.0,101.36,751.74,
2024-03-18,30.42,87.78,26.97,30.91,38.41,16.79,8.99,0.48,17.43,2.3,14.41,0.88,,,,29.14,79.28,2.07,232.89,0.0,0.0,91.08,750.84,
2024-03-19,36.58,102.62,18.59,21.59,26.65,21.35,11.2,0.46,24.59,1.87,5.32,0.67,,,,29.23,79.59,1.85,185.43,0.0,0.0,91.17,751.12,
2024-03-20,40.5,100.81,28.85,40.7,45.15,17.76,9.19,0.6,27.52,2.29,10.45,1.66,,,,23.95,81.89,1.61,204.19,0.04,0.03,41.24,752.01,
2024-03-21,38.32,93.89,43.21,39.71,56.25,15.3,9.26,0.59,20.2,2.42,9.62,2.26,,,,25.88,81.33,1.55,233.46,0.0,0.0,105.17,751.74,
2024-03-22,37.5,101.28,30.43,37.63,44.75,17.79,9.92,0.53,16.72,2.86,27.68,1.27,,,,28.21,80.45,2.22,237.95,0.0,0.0,107.31,749.66,
2024-03-23,30.51,84.84,26.5,33.92,39.59,14.61,9.31,0.5,10.51,1.51,9.11,0.83,,,,28.87,80.69,2.58,236.2,0.0,0.0,112.35,749.31,
2024-03-24,33.42,103.64,28.53,33.43,40.98,14.74,9.89,0.52,12.85,2.39,7.29,0.9,,,,29.03,81.22,2.44,231.28,0.0,0.0,104.59,750.89,
2024-03-25,41.42,114.4,27.32,36.08,41.39,16.29,10.46,0.58,10.13,2.63,7.56,1.25,,,,29.68,74.34,2.18,240.37,0.0,0.0,113.36,751.04,
2024-03-26,42.24,127.15,29.51,38.21,44.31,16.16,10.26,0.62,12.43,3.13,23.22,1.16,,,,29.51,74.17,2.15,234.13,0.0,0.0,108.39,751.48,
2024-03-27,35.13,101.41,32.92,33.09,44.42,13.81,9.9,0.57,35.08,2.27,8.15,1.08,,,,28.99,80.29,2.6,233.48,0.0,0.0,118.86,752.26,
2024-03-28,27.14,86.49,36.56,33.68,47.69,14.43,8.99,0.54,37.35,2.13,8.61,1.44,,,,30.85,76.0,2.36,247.42,0.0,0.0,117.22,750.47,
2024-03-29,33.42,122.23,36.27,34.11,47.67,14.34,9.82,0.59,38.27,2.68,9.17,1.15,,,,31.37,75.96,2.41,251.08,0.0,0.0,117.27,749.47,
2024-03-30,26.17,106.47,37.96,34.43,49.22,13.48,9.41,0.57,42.93,2.82,8.19,1.36,,,,31.43,73.04,2.55,249.96,0.0,0.0,120.56,750.47,
2024-03-31,24.33,90.15,38.5,34.04,49.45,13.46,9.92,0.39,49.94,2.21,6.63,0.99,,,,31.64,72.08,2.71,251.47,0.0,0.0,115.37,750.97,
2024-04-01,29.59,99.99,35.49,33.38,46.66,13.73,10.22,0.6,35.79,2.71,8.78,1.12,,,,31.52,70.84,2.44,245.89,0.0,0.0,109.91,748.83,
2024-04-02,29.67,106.9,41.86,31.72,50.9,13.09,10.52,0.52,9.01,2.37,5.78,1.2,,,,31.76,76.14,2.72,247.36,0.0,0.0,127.66,747.79,
2024-04-03,33.8,123.01,41.31,30.71,49.96,13.67,11.05,0.62,8.84,2.21,6.05,1.18,,,,31.51,78.83,2.55,253.06,0.0,0.0,110.59,748.42,
2024-04-04,26.05,109.74,41.72,31.22,50.52,13.33,9.7,0.59,9.3,3.04,6.41,1.2,,,,32.04,78.12,2.58,258.25,0.0,0.0,108.53,748.33,
2024-04-05,30.44,117.27,33.62,31.6,43.49,15.85,11.68,0.6,9.63,2.74,7.93,1.07,,,,33.27,76.97,2.16,257.27,0.0,0.0,99.04,747.31,
2024-04-06,31.91,109.76,35.11,31.47,43.18,17.65,9.93,0.55,10.02,3.07,9.23,1.08,,,,33.17,77.21,2.25,242.48,0.0,0.0,99.97,746.54,
2024-04-07,32.08,100.96,34.54,32.17,45.24,15.93,11.09,0.48,10.07,2.19,4.82,0.84,,,,32.82,73.86,2.38,250.17,0.0,0.0,108.62,746.96,
2024-04-08,43.17,96.14,15.49,16.96,17.69,22.44,11.82,0.45,24.5,1.14,2.72,0.34,,,,31.79,75.31,2.66,128.48,0.0,0.0,96.01,750.34,
2024-04-09,48.48,139.21,17.69,49.42,22.94,20.93,11.35,0.95,36.09,,,,,,,32.36,67.74,1.31,194.35,0.0,0.0,133.26,750.52,
2024-04-10,50.38,144.2,24.62,45.34,41.16,20.38,13.58,0.71,25.41,1.51,5.76,0.71,,,,32.82,62.86,1.22,213.63,0.0,0.0,120.86,750.13,
2024-04-11,49.16,120.41,15.75,24.95,19.44,23.94,15.04,0.62,55.73,1.92,7.62,1.14,,,,33.75,64.91,2.02,137.55,0.0,0.0,135.1,750.71,
2024-04-12,36.14,79.72,10.02,15.37,13.92,20.5,9.76,0.47,31.79,1.12,3.22,0.48,,,,32.75,69.05,1.49,163.38,0.0,0.0,130.92,750.85,
2024-04-13,47.22,112.81,13.26,33.66,27.59,20.67,10.0,0.65,23.07,1.73,8.72,0.88,,,,32.74,71.21,1.38,193.16,0.0,0.0,139.4,750.49,
2024-04-14,50.47,130.64,24.2,42.5,39.73,20.58,11.65,0.73,17.05,2.75,12.57,1.37,,,,32.69,69.79,1.47,222.04,0.0,0.0,118.01,750.4,
2024-04-15,47.25,122.04,25.96,34.37,38.98,17.04,9.84,0.59,22.42,2.77,8.33,1.41,,,,33.9,72.08,2.38,226.55,0.0,0.0,139.33,749.77,
2024-04-16,40.02,115.8,26.21,34.62,38.63,14.04,10.65,0.63,14.54,2.88,20.27,1.09,,,,35.28,66.18,2.26,247.21,0.0,0.0,123.67,748.39,
2024-04-17,41.63,125.86,17.58,40.77,36.02,14.73,10.3,0.62,10.16,2.53,6.39,0.97,,,,35.13,66.8,2.24,242.89,0.0,0.0,119.36,747.44,
2024-04-18,37.55,110.66,8.91,41.78,27.82,13.96,10.58,0.54,10.51,2.56,6.4,1.05,,,,33.53,75.48,2.52,245.69,0.0,0.0,123.65,746.92,
2024-04-19,34.22,100.85,2.3,41.35,22.65,13.77,10.32,0.56,10.79,2.12,5.57,0.93,,,,33.27,79.03,2.65,245.99,0.0,0.0,122.44,746.05,
2024-04-20,25.64,93.13,2.22,39.93,22.31,13.23,9.67,0.57,10.29,2.28,5.72,0.95,,,,32.81,80.08,2.8,246.39,0.0,0.0,102.59,746.3,
2024-04-21,29.86,98.74,2.19,41.35,23.03,14.97,10.71,0.52,13.02,2.14,5.98,0.66,,,,32.49,80.95,2.62,243.81,0.0,0.0,113.26,746.73,
2024-04-22,34.81,102.1,2.13,40.93,22.16,16.03,10.87,0.62,13.64,2.74,14.54,0.98,,,,33.66,77.53,2.12,237.84,0.0,0.0,110.98,747.48,
2024-04-23,47.13,115.73,2.32,40.15,21.96,19.45,10.37,0.59,12.2,1.94,9.15,0.92,,,,34.03,71.9,1.84,228.26,0.0,0.0,129.66,746.9,
2024-04-24,45.3,131.57,1.94,43.9,23.63,17.69,11.09,0.71,12.57,1.37,3.02,1.07,,,,33.13,72.01,2.02,238.59,0.0,0.0,124.32,746.51,
2024-04-25,31.74,108.2,2.12,37.98,20.51,15.99,10.91,0.5,13.63,0.98,2.16,0.77,,,,32.79,77.6,2.16,241.17,0.0,0.0,115.26,746.7,
2024-04-26,26.98,96.69,2.41,43.47,23.8,14.54,11.51,0.5,13.55,1.01,2.21,0.78,,,,33.21,78.84,2.47,246.65,0.0,0.0,119.51,746.4,
2024-04-27,38.63,122.67,2.13,41.29,22.28,17.16,9.96,0.46,21.18,0.91,1.99,0.71,,,,33.42,79.21,2.43,248.56,0.0,0.0,120.07,746.43,
2024-04-28,37.15,113.11,2.27,42.28,22.78,15.03,10.35,0.53,85.69,1.03,2.27,0.8,,,,33.49,77.61,2.55,246.89,0.0,0.0,114.51,746.67,
2024-04-29,26.67,111.51,2.69,43.46,23.53,13.64,10.46,0.45,14.11,0.88,1.93,0.68,,,,34.19,74.8,2.46,252.66,0.0,0.0,128.12,747.52,
2024-04-30,27.52,111.73,2.24,41.66,23.29,13.35,10.11,0.54,14.02,1.06,2.31,0.82,,,,34.94,71.89,2.53,255.83,0.0,0.0,119.22,745.54,
2024-05-01,26.98,127.06,2.09,37.15,20.24,12.91,10.16,0.38,14.07,0.73,1.6,0.57,,,,35.01,73.01,3.07,253.25,0.0,0.0,131.65,743.94,
2024-05-02,23.1,109.11,1.41,23.94,12.69,12.46,9.96,0.5,14.89,0.98,2.16,0.77,,,,34.25,78.64,3.31,248.85,0.0,0.0,121.37,744.7,
2024-05-03,29.29,114.45,1.22,23.11,12.24,13.16,10.16,0.61,17.54,1.17,2.57,0.91,,,,34.54,78.7,2.92,253.28,0.0,0.0,122.98,745.8,
2024-05-04,23.75,83.27,1.07,20.72,11.01,12.77,10.32,0.39,16.29,0.75,1.66,0.59,,,,33.76,79.86,3.24,242.02,0.0,0.0,126.03,746.38,
2024-05-05,23.23,86.58,1.98,27.1,15.28,11.43,10.27,0.6,56.05,1.16,2.55,0.91,,,,33.98,80.03,3.53,240.55,0.0,0.0,114.29,745.3,
2024-05-06,21.23,94.83,1.9,28.92,16.3,11.39,8.56,0.38,17.33,0.76,1.67,0.59,,,,33.78,79.84,3.17,243.77,0.01,0.01,113.27,746.18,
2024-05-07,24.05,83.47,2.03,35.3,19.6,13.5,9.84,0.63,11.5,1.24,2.72,0.96,,,,29.47,73.45,1.83,261.1,0.17,0.15,48.37,748.81,
2024-05-08,33.19,116.47,2.31,40.55,22.56,13.65,10.9,0.66,11.33,1.31,2.87,1.02,,,,32.04,73.48,1.84,225.75,0.0,0.0,127.98,747.88,
2024-05-09,18.4,62.76,4.52,25.44,15.96,13.97,10.47,0.44,13.75,0.85,1.86,0.66,,,,30.55,81.86,2.02,225.73,0.02,0.02,120.54,747.91,
2024-05-10,22.07,76.85,11.45,33.49,27.16,13.11,10.19,0.53,11.02,1.03,2.27,0.8,,,,30.83,79.42,1.82,236.78,0.0,0.0,126.25,748.4,
2024-05-11,23.45,67.96,16.06,38.47,33.55,12.72,10.26,0.43,11.6,0.83,1.83,0.65,,,,32.43,77.7,2.26,237.26,0.0,0.0,139.76,748.94,
2024-05-12,22.77,68.39,11.41,23.03,21.52,13.7,10.51,0.47,22.95,0.91,2.0,0.71,,,,32.27,80.55,1.82,223.26,0.0,0.0,109.45,749.11,
2024-05-13,26.2,66.89,6.08,24.36,17.83,14.72,10.14,0.37,12.72,0.86,1.79,0.46,,,,31.25,80.12,2.03,204.6,0.28,0.26,127.56,748.48,
2024-05-14,40.38,111.94,11.08,32.52,25.75,15.75,12.82,0.32,26.08,2.35,4.23,0.96,,,,31.88,77.82,1.53,178.7,0.0,0.0,134.2,748.49,
2024-05-15,21.97,56.05,6.06,12.08,11.17,13.92,8.43,0.23,33.83,0.64,1.7,0.23,,,,33.33,77.09,1.79,170.06,0.0,0.0,128.07,749.05,
2024-05-16,21.66,50.4,14.34,27.47,25.85,11.36,10.41,0.37,22.8,1.54,3.72,0.68,,,,30.07,84.01,1.2,226.63,0.05,0.05,54.16,749.34,
2024-05-17,16.08,53.01,13.53,27.81,25.8,11.24,8.99,0.26,51.39,1.48,6.48,0.5,,,,32.24,78.43,1.71,231.24,0.0,0.0,116.98,748.22,
2024-05-18,11.87,49.52,12.12,24.81,23.04,11.65,9.19,0.34,12.13,1.58,7.13,0.46,,,,32.91,80.31,2.02,228.34,0.0,0.0,138.42,746.81,
2024-05-19,13.21,57.69,16.16,27.27,27.67,10.65,10.07,0.31,26.85,1.42,5.72,0.41,,,,33.12,79.08,2.27,237.76,0.0,0.0,132.97,745.46,
2024-05-20,13.56,54.15,10.89,24.48,21.91,11.25,9.71,0.33,16.65,1.52,4.84,0.37,,,,33.41,79.21,2.19,228.71,0.0,0.0,114.61,745.23,
2024-05-21,11.43,39.14,5.45,15.47,12.11,11.98,9.45,0.13,15.53,0.73,2.72,0.25,,,,33.7,79.26,1.78,204.35,0.0,0.0,127.29,745.25,
2024-05-22,6.02,28.28,3.23,7.33,6.02,13.46,7.47,0.2,15.26,0.42,1.43,0.16,,,,34.22,77.44,1.76,166.55,0.0,0.0,149.91,744.8,
2024-05-23,7.0,28.82,5.19,9.55,8.68,14.03,9.5,0.22,15.73,0.47,1.56,0.27,,,,34.87,75.27,1.93,169.24,0.0,0.0,140.41,743.12,
2024-05-24,19.38,67.89,7.61,23.06,18.22,14.37,10.51,0.37,14.78,1.13,3.37,0.46,,,,33.97,75.72,1.68,228.91,0.0,0.0,104.57,742.04,
2024-05-25,47.2,148.59,16.49,45.44,37.28,15.43,12.78,0.66,11.26,3.92,16.45,1.54,,,,32.05,78.32,1.4,276.95,0.0,0.0,31.49,741.35,
2024-05-26,61.91,159.54,10.08,42.94,30.93,15.36,10.23,0.73,44.56,4.68,17.49,1.05,,,,35.07,75.31,2.01,272.92,0.0,0.0,67.24,739.94,
2024-05-27,50.15,177.78,7.98,40.71,27.75,13.71,11.62,0.64,16.97,4.06,4.72,0.91,,,,35.48,75.82,2.33,247.01,0.0,0.0,88.44,739.84,
