Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-01-21 00:00:00,27.05,57.21,3.12,18.88,12.58,9.48,8.51,0.80,40.58,2.49,5.39,0.68,NA,NA,NA,22.18,75.52,1.77,135.41,0.00,0.00,123.55,763.71,0.06
2020-01-22 00:00:00,60.35,108.81,3.02,22.33,14.30,11.76,9.03,1.02,38.01,3.50,5.60,0.84,NA,NA,NA,22.14,76.54,1.67,136.38,0.00,0.00,102.46,764.33,0.05
2020-01-23 00:00:00,75.41,168.98,25.67,48.20,46.51,11.60,7.58,1.38,27.22,6.39,10.80,2.92,NA,NA,NA,22.17,76.10,1.09,191.23,0.00,0.00,130.86,762.82,0.02
2020-01-24 00:00:00,71.62,167.63,17.19,48.95,40.00,11.60,8.25,1.42,40.45,6.57,14.50,3.19,NA,NA,NA,23.51,72.43,1.53,179.09,0.00,0.00,148.85,710.20,0.00
2020-01-25 00:00:00,61.91,144.42,30.24,41.99,46.92,10.93,8.67,1.22,21.39,5.82,11.47,3.81,NA,NA,NA,22.67,76.01,1.31,175.62,0.00,0.00,119.89,NA,0.03
2020-01-26 00:00:00,54.38,123.15,6.78,61.09,38.01,13.06,8.63,0.90,16.73,6.17,36.22,1.28,NA,NA,NA,20.56,80.54,1.57,250.46,0.00,0.00,7.00,NA,0.00
2020-01-27 00:00:00,58.44,114.13,2.85,18.38,12.09,11.49,8.52,0.90,29.69,2.95,6.53,0.90,NA,NA,NA,24.60,75.27,1.93,105.15,0.00,0.00,163.13,NA,0.04
2020-01-28 00:00:00,53.17,147.48,21.78,52.37,45.56,11.37,11.48,1.27,18.24,5.70,10.93,2.66,NA,NA,NA,23.87,74.85,2.29,209.91,0.00,0.00,113.20,NA,-0.06
2020-01-29 00:00:00,43.83,111.28,12.66,37.99,30.51,11.18,12.37,1.12,25.60,4.18,10.07,2.27,NA,NA,NA,24.09,75.41,2.91,204.70,0.00,0.00,142.90,756.89,-0.09
2020-01-30 00:00:00,47.25,108.15,16.92,47.62,35.30,11.63,15.66,1.05,24.56,4.24,9.75,2.31,NA,NA,NA,23.10,78.58,2.12,215.34,0.00,0.00,92.22,756.00,-0.04
2020-01-31 00:00:00,55.72,108.99,7.22,29.73,21.68,12.30,7.47,0.92,75.18,3.04,5.50,1.13,NA,NA,NA,24.05,75.24,2.14,167.18,0.01,1.00,110.02,756.22,0.05
2020-02-01 00:00:00,42.20,63.44,4.67,34.59,22.19,9.53,5.53,1.02,55.11,3.72,8.15,1.76,NA,NA,NA,21.96,79.97,1.80,143.57,0.32,19.50,99.68,759.20,0.05
2020-02-02 00:00:00,33.61,50.31,2.94,21.83,14.00,9.65,8.80,0.89,61.04,2.51,4.92,0.65,NA,NA,NA,22.30,76.72,2.06,161.32,0.00,0.00,105.17,761.72,0.05
2020-02-03 00:00:00,38.59,50.17,2.92,18.26,12.09,10.01,8.32,0.87,67.13,2.80,4.92,0.50,NA,NA,NA,22.45,77.57,2.54,155.96,0.00,0.00,120.47,762.21,0.08
2020-02-04 00:00:00,44.83,73.06,18.95,59.93,47.28,10.02,7.99,1.36,39.72,5.05,10.49,3.22,NA,NA,NA,19.70,83.78,1.07,234.49,0.10,9.00,30.48,760.26,0.00
2020-02-05 00:00:00,56.18,131.66,29.89,53.49,52.74,11.00,5.60,1.23,36.48,6.17,11.48,4.85,NA,NA,NA,22.63,78.34,1.03,194.39,0.00,0.00,124.28,758.22,-0.03
2020-02-06 00:00:00,30.83,60.44,6.15,28.93,20.39,10.55,5.72,0.89,30.68,3.13,11.63,0.93,NA,NA,NA,23.12,77.48,1.16,142.78,0.00,0.00,128.42,758.89,0.04
2020-02-07 00:00:00,29.63,99.95,21.42,29.61,33.16,9.92,5.92,0.90,22.76,3.50,6.99,3.53,NA,NA,NA,23.91,73.60,1.49,180.39,0.00,0.00,142.67,759.18,-0.08
2020-02-08 00:00:00,30.54,55.50,3.22,16.17,11.23,10.25,7.58,0.81,30.63,2.61,4.61,0.63,NA,NA,NA,22.89,75.23,1.61,134.57,0.00,0.00,114.37,760.99,0.06
2020-02-09 00:00:00,24.85,45.70,2.89,17.86,11.85,10.32,8.89,0.81,33.25,2.72,4.74,2.27,NA,NA,NA,20.07,73.85,3.24,162.45,0.00,0.00,135.86,763.68,0.16
2020-02-10 00:00:00,34.36,60.72,3.23,21.08,13.84,11.25,8.05,0.85,35.67,2.99,5.39,0.86,NA,NA,NA,21.36,71.09,2.78,154.39,0.00,0.00,132.44,763.19,0.11
2020-02-11 00:00:00,58.30,99.49,2.79,25.21,15.68,12.77,8.31,0.96,45.85,3.28,6.03,0.87,NA,NA,NA,22.39,71.18,2.50,159.83,0.00,0.00,132.76,763.64,0.07
2020-02-12 00:00:00,62.08,107.12,2.71,27.57,16.87,12.43,8.07,1.02,46.46,3.48,6.60,1.20,NA,NA,NA,22.37,70.46,2.03,147.49,0.00,0.00,125.38,763.89,0.04
2020-02-13 00:00:00,85.80,183.91,19.67,65.09,50.61,15.00,10.05,1.32,33.25,6.23,16.09,6.30,NA,NA,NA,22.95,71.53,1.48,201.37,0.00,0.00,152.88,761.05,0.01
2020-02-14 00:00:00,69.96,128.13,3.36,49.77,28.83,13.82,6.18,1.14,28.10,4.34,11.81,2.30,NA,NA,NA,22.41,75.64,1.66,209.90,0.00,0.00,62.55,757.56,-0.01
2020-02-15 00:00:00,68.99,146.21,2.48,51.43,28.59,13.45,8.88,1.27,23.35,5.38,16.05,2.81,NA,NA,NA,23.77,75.19,1.47,200.93,0.00,0.00,149.34,NA,-0.02
2020-02-16 00:00:00,52.25,113.52,2.10,39.67,22.59,12.75,7.36,0.97,18.81,4.73,16.43,2.22,NA,NA,NA,24.12,75.22,1.51,191.27,0.00,0.00,146.40,NA,-0.03
2020-02-17 00:00:00,40.79,121.95,2.57,47.10,26.67,11.36,5.65,1.03,13.96,5.63,19.82,2.98,NA,NA,NA,23.73,72.11,1.63,199.29,0.00,0.00,130.26,NA,-0.04
2020-02-18 00:00:00,42.08,105.51,2.33,41.75,23.72,11.11,4.78,1.03,14.72,4.10,11.72,3.03,NA,NA,NA,24.08,74.16,1.73,201.07,0.00,0.00,125.17,751.29,-0.04
2020-02-19 00:00:00,46.43,91.31,2.19,32.11,18.72,12.20,7.10,0.92,14.67,3.12,13.19,1.74,NA,NA,NA,24.23,73.50,1.58,182.26,0.00,0.00,126.72,751.43,-0.01
2020-02-20 00:00:00,38.30,68.77,2.11,17.79,11.18,11.80,3.29,0.92,17.51,1.64,4.17,0.99,NA,NA,NA,24.83,65.92,1.58,102.15,0.00,0.00,154.42,751.56,0.07
2020-02-21 00:00:00,30.31,60.00,2.32,23.25,14.25,12.94,1.63,0.85,14.94,1.60,3.83,0.86,NA,NA,NA,22.03,70.23,0.59,190.38,0.00,0.00,7.00,752.15,0.00
2020-02-22 00:00:00,32.24,71.51,2.30,25.80,15.55,12.51,7.35,0.59,25.98,2.76,6.25,1.19,NA,NA,NA,24.98,60.71,2.70,109.93,0.00,0.00,163.44,753.09,0.07
2020-02-23 00:00:00,48.61,128.14,2.58,47.95,27.19,13.60,3.79,1.10,22.51,5.82,15.82,3.99,NA,NA,NA,23.22,66.80,1.69,162.54,0.00,0.00,148.33,752.24,0.04
2020-02-24 00:00:00,53.15,147.85,2.23,41.78,23.86,13.28,3.64,1.24,21.11,6.29,14.65,4.69,NA,NA,NA,24.04,72.38,1.90,181.16,0.00,0.00,152.43,750.07,-0.01
2020-02-25 00:00:00,36.31,75.96,2.46,37.18,21.47,11.58,6.05,1.24,20.05,4.10,20.88,2.60,NA,NA,NA,24.85,71.43,2.10,189.19,0.00,0.00,123.40,749.25,-0.06
2020-02-26 00:00:00,43.89,109.34,2.11,40.96,23.25,12.62,4.98,1.28,21.66,5.23,25.18,3.33,NA,NA,NA,24.80,74.08,1.77,166.79,0.00,0.00,122.83,749.46,0.04
2020-02-27 00:00:00,29.59,58.26,2.03,24.07,14.43,10.99,7.62,0.93,24.30,3.09,8.63,1.30,NA,NA,NA,24.24,66.07,2.20,139.59,0.00,0.00,154.77,750.42,0.07
2020-02-28 00:00:00,46.47,115.93,2.67,40.19,23.18,11.70,6.07,1.03,21.70,4.87,10.74,3.74,NA,NA,NA,23.77,66.90,1.51,164.69,0.00,0.00,156.34,749.89,0.04
2020-02-29 00:00:00,52.59,134.77,2.53,37.91,21.96,11.62,7.89,0.96,20.74,4.95,10.25,4.50,NA,NA,NA,23.80,67.82,1.37,171.74,0.00,0.00,143.22,749.39,0.03
2020-03-01 00:00:00,50.18,134.75,2.39,45.66,25.48,11.08,8.02,0.94,18.45,4.77,8.46,3.43,NA,NA,NA,23.61,67.75,0.88,194.42,0.00,0.00,89.10,749.82,-0.02
2020-03-02 00:00:00,56.06,113.44,3.07,49.11,27.86,18.44,9.00,1.17,16.78,4.77,11.43,2.96,NA,NA,NA,25.24,67.68,2.08,188.32,0.00,0.00,114.40,748.72,-0.01
2020-03-03 00:00:00,68.53,157.65,2.54,53.73,30.01,19.26,6.79,1.19,14.10,5.62,15.05,3.26,NA,NA,NA,24.52,71.54,1.55,202.91,0.00,0.00,114.66,747.90,-0.04
2020-03-04 00:00:00,48.51,105.14,2.31,34.68,19.89,15.86,9.23,1.11,15.66,4.11,8.99,2.19,NA,NA,NA,24.72,72.61,2.00,189.79,0.00,0.00,137.56,747.86,-0.05
2020-03-05 00:00:00,19.32,46.65,1.98,20.14,12.15,13.62,9.30,0.87,14.60,2.10,6.46,1.16,NA,NA,NA,25.35,71.75,2.41,173.53,0.00,0.00,170.90,747.85,-0.08
2020-03-06 00:00:00,14.95,39.83,2.03,15.07,9.62,13.48,7.99,0.63,12.70,1.53,4.32,0.84,NA,NA,NA,25.73,72.83,1.42,158.06,0.00,0.00,139.44,748.83,-0.04
2020-03-07 00:00:00,14.27,37.92,2.00,16.63,10.45,12.86,8.50,0.73,12.83,1.98,5.13,1.30,NA,NA,NA,25.95,74.02,2.65,165.72,0.00,0.00,112.48,749.62,-0.08
2020-03-08 00:00:00,18.14,75.01,2.26,29.26,17.01,11.57,11.61,0.92,11.18,4.70,13.13,1.98,NA,NA,NA,26.02,74.03,2.44,200.28,0.00,0.00,167.24,749.23,-0.05
2020-03-09 00:00:00,19.11,52.39,2.07,23.42,13.65,11.71,11.29,0.74,12.30,2.76,9.59,1.78,NA,NA,NA,26.57,74.72,1.81,182.05,0.00,0.00,141.64,748.41,-0.01
2020-03-10 00:00:00,16.41,47.74,1.91,23.10,13.66,11.24,9.39,0.74,12.04,2.57,12.07,1.30,NA,NA,NA,26.25,73.53,2.54,194.84,0.00,0.00,183.29,748.47,-0.05
2020-03-11 00:00:00,20.30,59.40,2.09,24.97,14.70,10.93,9.21,0.78,11.67,3.55,15.45,2.00,NA,NA,NA,26.28,73.26,2.78,201.18,0.00,0.00,177.59,748.73,-0.07
2020-03-12 00:00:00,23.80,55.38,2.17,24.29,14.57,11.99,10.82,0.61,12.14,2.88,10.72,1.65,NA,NA,NA,26.78,73.76,2.48,190.26,0.00,0.00,173.18,749.65,-0.06
2020-03-13 00:00:00,21.94,51.68,2.17,19.14,11.73,11.46,8.53,0.47,13.37,2.09,8.83,0.74,NA,NA,NA,27.11,74.85,2.16,167.24,0.00,0.00,194.94,749.80,-0.01
2020-03-14 00:00:00,30.97,84.37,3.00,29.26,16.76,11.60,8.61,0.80,13.23,2.57,11.65,1.54,NA,NA,NA,26.18,73.00,1.79,176.42,0.00,0.00,183.22,749.18,0.00
2020-03-15 00:00:00,33.74,94.24,2.27,28.49,16.70,12.12,4.28,0.86,14.51,3.79,12.59,2.83,NA,NA,NA,26.20,72.73,1.86,144.45,0.00,0.00,177.82,749.23,0.07
2020-03-16 00:00:00,51.43,111.08,2.21,32.51,18.96,12.67,7.32,0.90,15.58,4.26,7.91,2.66,NA,NA,NA,26.77,73.17,1.70,153.91,0.00,0.00,172.89,749.75,0.03
2020-03-17 00:00:00,31.80,113.17,1.87,40.60,22.76,11.05,6.74,1.08,15.36,5.02,11.57,2.66,NA,NA,NA,27.07,73.32,1.80,185.76,0.00,0.00,173.64,750.54,-0.00
2020-03-18 00:00:00,33.27,100.02,7.68,50.84,33.00,10.26,7.63,0.93,15.55,4.85,19.04,3.67,NA,NA,NA,26.43,71.84,2.16,207.73,0.01,0.50,158.16,749.46,-0.03
2020-03-19 00:00:00,42.26,113.19,22.78,53.67,47.07,9.81,7.44,1.11,41.62,6.45,16.99,6.16,NA,NA,NA,25.60,74.54,1.78,187.84,0.00,0.00,146.98,748.49,0.00
2020-03-20 00:00:00,24.97,69.94,13.51,38.39,31.41,10.82,12.58,0.89,36.09,5.23,12.82,5.54,NA,NA,NA,24.68,72.67,1.88,178.78,0.01,1.00,151.56,749.18,0.06
2020-03-21 00:00:00,20.71,60.93,8.53,32.75,24.36,9.98,11.12,0.74,18.75,3.42,13.99,2.91,NA,NA,NA,25.93,70.98,2.57,197.80,0.00,0.00,177.83,748.70,-0.06
2020-03-22 00:00:00,24.61,70.53,13.48,24.94,24.02,10.89,10.21,0.66,21.34,3.12,17.85,1.64,NA,NA,NA,26.56,73.12,2.59,203.92,0.00,0.00,264.27,749.00,-0.06
2020-03-23 00:00:00,19.18,42.44,8.91,22.98,19.29,12.64,9.58,0.68,24.61,1.87,5.02,1.28,NA,NA,NA,25.33,75.19,2.64,191.71,0.01,0.50,141.21,748.60,-0.02
2020-03-24 00:00:00,40.22,97.51,15.14,41.02,34.13,NA,19.10,0.66,34.43,4.50,8.87,3.36,NA,NA,NA,25.78,74.54,1.74,193.25,0.00,0.00,171.01,747.70,0.01
2020-03-25 00:00:00,24.12,66.00,8.60,27.37,21.55,NA,9.90,0.82,19.77,2.88,13.19,1.30,NA,NA,NA,26.93,74.46,2.21,208.78,0.00,0.00,166.02,747.26,-0.03
2020-03-26 00:00:00,20.50,53.00,6.11,24.54,18.02,NA,7.80,0.55,13.03,4.36,22.57,0.42,NA,NA,NA,23.67,80.56,2.10,253.33,0.00,0.00,6.17,747.28,0.00
2020-03-27 00:00:00,32.12,90.79,7.38,24.19,18.86,4.47,10.97,0.11,37.88,2.92,4.63,1.32,NA,NA,NA,31.47,63.09,2.56,198.64,0.00,0.00,263.61,748.55,-0.01
2020-03-28 00:00:00,32.33,85.98,7.25,24.69,19.02,5.44,12.57,0.11,42.65,4.03,8.39,1.54,NA,NA,NA,29.89,68.32,2.16,200.52,0.00,0.00,188.88,747.31,-0.02
2020-03-29 00:00:00,22.35,57.88,7.13,22.96,18.01,5.49,11.20,0.11,43.77,4.49,14.49,1.57,NA,NA,NA,30.73,66.20,1.92,202.65,0.00,0.00,226.43,746.63,0.00
2020-03-30 00:00:00,20.88,62.16,6.08,23.79,17.60,5.41,10.54,0.11,60.50,4.21,7.26,1.61,NA,NA,NA,30.95,66.24,2.37,171.24,0.00,0.00,248.98,747.56,0.01
2020-03-31 00:00:00,19.50,54.22,6.79,25.50,19.08,5.66,8.75,0.11,47.38,4.05,10.58,1.22,NA,NA,NA,30.02,66.26,1.95,190.08,0.00,0.00,162.55,747.45,0.00
2020-04-01 00:00:00,30.60,75.35,10.09,33.21,25.87,5.27,7.35,0.11,22.68,4.54,11.34,1.87,NA,NA,NA,30.25,68.72,2.23,196.59,0.00,0.00,185.01,746.73,-0.01
2020-04-02 00:00:00,24.19,66.00,13.77,33.10,28.94,6.03,5.67,0.11,8.89,2.36,5.54,1.07,NA,NA,NA,29.84,67.93,2.79,208.14,0.00,0.00,159.79,746.08,-0.04
2020-04-03 00:00:00,30.54,75.01,14.51,33.21,29.59,6.72,7.18,0.11,11.09,3.23,8.00,1.06,NA,NA,NA,29.17,71.03,2.50,203.24,0.00,0.00,180.43,746.95,-0.05
2020-04-04 00:00:00,25.71,57.66,12.43,29.29,25.81,7.59,5.39,0.11,11.70,2.20,4.61,0.83,NA,NA,NA,28.15,73.95,2.70,197.62,0.00,0.00,180.28,747.85,-0.06
2020-04-05 00:00:00,22.12,52.41,13.49,30.79,27.46,7.64,5.50,0.11,9.38,2.23,6.46,0.98,NA,NA,NA,28.41,71.43,2.51,200.56,0.00,0.00,178.31,748.25,-0.03
2020-04-06 00:00:00,16.72,43.24,15.59,29.01,28.23,7.83,6.26,0.11,6.61,2.40,8.29,1.07,NA,NA,NA,29.29,73.29,2.55,201.94,0.00,0.00,175.43,747.85,-0.04
2020-04-07 00:00:00,13.95,46.58,15.60,28.66,28.07,7.93,7.38,0.11,7.88,2.28,6.52,0.95,NA,NA,NA,29.48,71.14,2.61,195.67,0.00,0.00,163.02,746.70,-0.06
2020-04-08 00:00:00,8.77,28.47,15.35,23.53,25.11,7.43,6.44,0.11,9.76,1.65,4.48,1.16,NA,NA,NA,28.71,72.93,3.03,200.97,0.01,0.50,168.69,747.30,-0.04
2020-04-09 00:00:00,20.43,54.51,9.93,34.30,26.08,8.56,8.24,0.11,32.67,2.69,5.25,1.23,NA,NA,NA,27.41,68.41,1.63,157.03,0.00,0.00,87.93,747.45,0.02
2020-04-10 00:00:00,22.84,66.68,11.15,32.66,26.44,7.38,6.62,0.11,21.81,3.23,7.62,1.05,NA,NA,NA,28.57,69.82,2.48,195.40,0.00,0.00,204.41,748.36,-0.03
2020-04-11 00:00:00,16.16,37.61,12.27,26.81,24.23,7.83,5.62,0.11,14.34,1.84,9.90,0.89,NA,NA,NA,28.40,74.81,2.45,196.59,0.00,0.00,183.42,749.01,-0.02
2020-04-12 00:00:00,15.19,44.48,13.55,29.47,26.70,7.50,7.44,0.11,17.08,2.79,14.70,1.12,NA,NA,NA,29.12,73.47,2.43,199.44,0.00,0.00,202.35,747.90,-0.02
2020-04-13 00:00:00,20.93,69.59,13.83,31.61,28.06,6.76,6.78,0.11,15.71,3.34,7.51,1.14,NA,NA,NA,29.55,72.64,2.61,212.13,0.00,0.00,192.20,746.69,0.00
2020-04-14 00:00:00,19.11,65.27,14.39,29.13,27.19,7.06,7.40,0.11,13.73,2.83,6.48,0.99,NA,NA,NA,28.80,75.47,2.78,204.52,0.00,0.00,182.86,747.13,-0.03
2020-04-15 00:00:00,20.73,70.81,13.90,32.86,28.79,5.23,7.33,0.11,14.08,2.59,6.66,1.35,NA,NA,NA,29.18,72.23,2.91,208.33,0.00,0.00,185.69,747.97,-0.04
2020-04-16 00:00:00,20.86,77.93,13.83,36.41,30.62,6.76,9.45,0.11,15.13,3.42,7.32,2.44,NA,NA,NA,29.52,71.17,2.72,211.40,0.00,0.00,172.60,746.79,-0.04
2020-04-17 00:00:00,16.55,64.15,12.82,31.71,27.29,7.46,5.69,0.11,12.09,2.95,4.95,1.40,NA,NA,NA,29.43,73.10,3.28,202.51,0.00,0.00,176.51,746.58,-0.07
2020-04-18 00:00:00,9.34,52.61,11.69,30.59,25.77,7.58,8.04,0.11,10.63,2.84,5.52,2.01,NA,NA,NA,29.39,72.04,3.32,207.44,0.00,0.00,146.53,747.14,-0.06
2020-04-19 00:00:00,14.04,56.45,15.94,33.01,30.51,8.48,9.14,0.11,10.43,2.96,4.99,1.12,NA,NA,NA,29.67,71.84,2.72,205.33,0.00,0.00,140.84,747.22,-0.05
2020-04-20 00:00:00,9.56,33.55,15.83,29.63,28.63,8.32,7.19,0.11,9.61,2.04,8.41,0.92,NA,NA,NA,29.03,73.87,3.09,204.08,0.00,0.00,166.37,747.12,-0.04
2020-04-21 00:00:00,10.76,49.74,16.23,24.29,25.93,8.59,4.52,0.11,10.79,2.58,4.28,1.01,NA,NA,NA,28.94,72.36,2.88,190.11,0.00,0.00,163.46,747.14,-0.05
2020-04-22 00:00:00,8.70,33.95,8.34,25.21,20.19,8.59,7.16,0.11,11.82,1.60,5.06,0.73,NA,NA,NA,29.06,72.96,3.04,185.28,0.00,0.00,172.43,747.21,-0.08
2020-04-23 00:00:00,8.28,37.03,11.39,24.77,22.43,8.20,6.42,0.11,10.29,1.83,9.50,0.76,NA,NA,NA,29.99,71.56,3.16,204.21,0.00,0.00,204.21,746.62,-0.05
2020-04-24 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-25 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2020-04-26 00:00:00,10.41,29.24,4.50,19.19,13.05,7.90,5.91,0.11,11.17,1.49,5.18,1.49,NA,NA,NA,30.59,73.20,2.06,175.30,0.00,0.00,255.95,747.15,-0.07
2020-04-27 00:00:00,11.66,40.67,3.34,21.92,12.91,6.24,5.97,0.11,21.23,2.04,5.16,1.24,NA,NA,NA,26.21,72.42,2.15,192.97,0.70,46.00,185.14,748.39,0.02
2020-04-28 00:00:00,13.25,50.41,0.67,15.21,7.64,7.69,5.88,0.11,29.32,2.45,4.26,0.85,NA,NA,NA,29.30,71.44,1.58,159.71,0.01,0.50,248.10,747.40,-0.01
2020-04-29 00:00:00,7.57,44.13,1.96,18.97,10.95,7.97,8.49,0.11,20.89,2.21,10.19,1.31,NA,NA,NA,28.46,72.61,1.67,208.49,0.00,0.00,178.01,746.75,-0.02
2020-04-30 00:00:00,17.76,64.15,1.86,15.91,9.51,8.17,7.68,0.11,30.68,2.72,6.59,1.68,NA,NA,NA,28.95,72.73,1.66,168.20,0.00,0.00,189.63,747.23,-0.02
2020-05-01 00:00:00,11.73,47.46,2.42,18.13,11.07,8.26,7.90,0.11,28.38,2.11,7.89,0.74,NA,NA,NA,28.60,73.18,2.14,199.22,0.17,15.00,185.22,746.39,-0.02
2020-05-02 00:00:00,24.49,87.16,0.83,23.56,13.01,8.82,6.82,0.11,38.05,4.65,8.42,2.39,NA,NA,NA,28.15,71.98,1.66,214.56,0.00,0.00,170.71,745.70,-0.02
2020-05-03 00:00:00,18.26,61.78,2.62,25.11,15.30,8.43,5.55,0.11,21.99,2.81,7.24,2.49,NA,NA,NA,28.31,74.45,2.64,213.58,0.01,0.50,159.60,745.34,-0.04
2020-05-04 00:00:00,17.76,71.30,1.26,15.04,8.58,8.18,9.36,0.11,16.32,2.68,3.81,1.05,NA,NA,NA,29.29,76.46,1.84,187.69,0.00,0.00,129.65,746.66,-0.07
2020-05-05 00:00:00,8.69,44.62,2.17,12.71,8.38,7.85,8.71,0.11,14.09,2.33,3.32,0.72,NA,NA,NA,30.12,74.14,2.32,190.46,0.00,0.00,177.76,746.28,-0.08
2020-05-06 00:00:00,8.80,43.16,2.76,19.42,12.48,8.07,8.80,0.11,14.88,2.60,9.98,2.22,NA,NA,NA,29.00,73.73,1.91,213.65,0.00,0.00,167.88,746.26,-0.02
